10dacb	10-Deacetylbaccatin III
m5mpdol_U	(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog
m6masnA	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m6masnB1	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m6masnB2	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m6masnC	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m6mpdol_L	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog
m6mpdol_U	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog
m7masnA	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)
m7masnB	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)
m7masnC	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)
m7mpdol_L	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog
m7mpdol_U	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog
m8masn	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m8mpdol_L	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog
m8mpdol_U	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog
madc	Monoamide of a dicarboxylic acid
madg	alpha-Methyl-D-glucoside
mag_hs	monoacylglycerol 2
magarachi_hs	1-Arachidonoyl Glycerol
maglinl_hs	1-Linoleoylglycerol
magole_hs	1-Oleoylglycerol
magpalm_hs	1-Palmitoylglycerol
magste_hs	1-Stearoylglycerol
mal_D	D-Malate
mal_L	L-malate
malACP	Malonyl-[acyl-carrier protein]
malcoa	Malonyl-CoA
malcoam	Malonyl-CoA methyl ester
malon	Malonate
malpy	maleylpyruvate/Maleylpyruvic acid/3-Maleylpyruvate
malpyr	Maleylpyruvate
malsa	Malic semialdehyde
malt	Maltose
malt6p	Maltose 6-phosphate
malthp	maltoheptaose
malthx	Maltohexaose
maltpt	maltopentaose
malttr	maltotriose
maltttr	Maltotetraose
malylcoa	Malyl-CoA (iSO783)
man	D-Mannose
man1p	D-Mannose 1-phosphate
man6p	D-Mannose 6-phosphate
man6pglyc	2(alpha-D-Mannosyl-6-phosphate)-D-glycerate
mana	D-Mannonate
manb	Mannobiose (beta-1,4)
manglyc	2(alpha-D-Mannosyl)-D-glycerate
mannan	Alpha-mannan, yeast, has a MW of about 25000 (PMID: 5461381), equals ~ 140 mannose units. ID according to iMM904
mannur	D-Mannuronic acid
manpt	mannopentaose
mantr	mannotriose (beta-1,4)
manttr	mannotetraose
mbdg	beta-Methylglucoside
mbenz	Methylbenzene, Toluene
mbhn	methyl behenic acid
mbparg	[Myeline basic protein] L-arginine
mbpnmarg	[Myeline basic protein] N(omega)-methyl-L-arginine
mclbnzn	Monochlorobenzene
mcom	Methyl Coenzyme M
MCOOH	MPT_synthase_small_subunit_MoaD
MCOSH	MPT_synthase_sulfurylated_small_subunit__MoaD_SH_
mcrea	m-Cresotic acid
mdz	Midazolam
mdz_glc	Midazolam Glucuronide
mdzglc	Midazolam-Glucuronide
mecfsp	Methylcorrinoid iron sulfur protein
melanin	Melanin
melatn	melatonin
melib	Melibiose
melt	Melilotate
mem2emgacpail_hs	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)
mem2emgacpail_prot_hs	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein... <Preview truncated at 128 characters>
memgacpail_hs	(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)
meoh	methanol
mepi	Metanephrine
meracmp	acetaminophen-mercapturate-conjugate/N-acetyl-cysteine-acetaminophen
mercapt	Mercapturic acid
mercplac	3-Mercaptolactate
mercplaccys	3-mercaptolactate-cysteine disulfide
mercppyr	3-mercaptopyruvate
mescoa	Mesaconyl-CoA
mescon	Mesaconate
met_D	D-Methionine
met_L	L-methionine
metala	L-methionyl-L-alanine
metargleu	Methionyl-Arginyl-Leucine
metasntyr	Methionyl-Asparaginyl-Tyrosine
metglntyr	Methionyl-Glutaminyl-Tyrosine
metglyarg	Methionyl-Glycyl-Arginine
methal	Methional
methf	5,10-Methenyltetrahydrofolate
methhydntn	N-Methylhydantoin
methislys	Methionyl-Histidyl-Lysine
methsucc	Methyl-Succinate
methsuccoa	Methyl-Succinyl Coenzyme A
metmetile	Methionyl-Methionyl-Isoleucine
metphearg	Methionyl-Phenylalanyl-Arginine
metsox_R_L	L-methionine-R-sulfoxide
metsox_S_L	L-Methionine Sulfoxide
mettrna	L-Methionyl-tRNA (Met)
mettrpphe	Methionyl-Tryptophanyl-Phenylalanine
mev_R	(R)-mevalonate
mfur	Methanofuran
mg2	magnesium
mgacpail_hs	mannosyl-glucosaminyl-acylphosphatidylinositiol (H2)
mgal	Methyl beta-D-galactoside
MGD	moldybdopterin_guanine_dinucleotide
MGlcn10	mucin-type O-glycan No 10
MGlcn10_rl	released mucin-type O-glycan No 10
MGlcn100	mucin-type O-glycan No 100
MGlcn100_rl	released mucin-type O-glycan No 100
MGlcn101	mucin-type O-glycan No 101
MGlcn101_rl	released mucin-type O-glycan No 101
MGlcn102	mucin-type O-glycan No 102
MGlcn102_rl	released mucin-type O-glycan No 102
MGlcn103	mucin-type O-glycan No 103
MGlcn103_rl	released mucin-type O-glycan No 103
MGlcn104	mucin-type O-glycan No 104
MGlcn104_rl	released mucin-type O-glycan No 104
MGlcn105	mucin-type O-glycan No 105
MGlcn105_rl	released mucin-type O-glycan No 105
MGlcn106	mucin-type O-glycan No 106
MGlcn106_rl	released mucin-type O-glycan No 106
MGlcn107	mucin-type O-glycan No 107
MGlcn107_rl	released mucin-type O-glycan No 107
MGlcn108	mucin-type O-glycan No 108
MGlcn108_rl	released mucin-type O-glycan No 108
MGlcn109	mucin-type O-glycan No 109
MGlcn109_rl	released mucin-type O-glycan No 109
MGlcn110	mucin-type O-glycan No 110
MGlcn110_rl	released mucin-type O-glycan No 110
MGlcn111	mucin-type O-glycan No 111
MGlcn111_rl	released mucin-type O-glycan No 111
MGlcn112	mucin-type O-glycan No 112
MGlcn112_rl	released mucin-type O-glycan No 112
MGlcn113	mucin-type O-glycan No 113
MGlcn113_rl	released mucin-type O-glycan No 113
MGlcn114	mucin-type O-glycan No 114
MGlcn114_rl	released mucin-type O-glycan No 114
MGlcn115	mucin-type O-glycan No 115
MGlcn115_rl	released mucin-type O-glycan No 115
MGlcn116	mucin-type O-glycan No 116
MGlcn116_rl	released mucin-type O-glycan No 116
MGlcn117	mucin-type O-glycan No 117
MGlcn117_rl	released mucin-type O-glycan No 117
MGlcn118	mucin-type O-glycan No 118
MGlcn118_rl	released mucin-type O-glycan No 118
MGlcn119	mucin-type O-glycan No 119
MGlcn119_rl	released mucin-type O-glycan No 119
MGlcn12	mucin-type O-glycan No 12
MGlcn12_rl	released mucin-type O-glycan No 12
MGlcn120	mucin-type O-glycan No 120
MGlcn120_rl	released mucin-type O-glycan No 120
MGlcn121	mucin-type O-glycan No 121
MGlcn121_rl	released mucin-type O-glycan No 121
MGlcn122	mucin-type O-glycan No 122
MGlcn122_rl	released mucin-type O-glycan No 122
MGlcn123	mucin-type O-glycan No 123
MGlcn123_rl	released mucin-type O-glycan No 123
MGlcn124	mucin-type O-glycan No 124
MGlcn124_rl	released mucin-type O-glycan No 124
MGlcn126	mucin-type O-glycan No 126
MGlcn126_rl	released mucin-type O-glycan No 126
MGlcn127	mucin-type O-glycan No 127
MGlcn127_rl	released mucin-type O-glycan No 127
MGlcn128	mucin-type O-glycan No 128
MGlcn128_rl	released mucin-type O-glycan No 128
MGlcn129	mucin-type O-glycan No 129
MGlcn129_rl	released mucin-type O-glycan No 129
MGlcn13	mucin-type O-glycan No 13
MGlcn13_rl	released mucin-type O-glycan No 13
MGlcn130	mucin-type O-glycan No 130
MGlcn130_rl	released mucin-type O-glycan No 130
MGlcn131	mucin-type O-glycan No 131
MGlcn131_rl	released mucin-type O-glycan No 131
MGlcn132	mucin-type O-glycan No 132
MGlcn132_rl	released mucin-type O-glycan No 132
MGlcn133	mucin-type O-glycan No 133
MGlcn133_rl	released mucin-type O-glycan No 133
MGlcn134	mucin-type O-glycan No 134
MGlcn134_rl	released mucin-type O-glycan No 134
MGlcn135	mucin-type O-glycan No 135
MGlcn135_rl	released mucin-type O-glycan No 135
MGlcn136	mucin-type O-glycan No 136
MGlcn136_rl	released mucin-type O-glycan No 136
MGlcn137	mucin-type O-glycan No 137
MGlcn137_rl	released mucin-type O-glycan No 137
MGlcn138	mucin-type O-glycan No 138
MGlcn138_rl	released mucin-type O-glycan No 138
MGlcn139	mucin-type O-glycan No 139
MGlcn139_rl	released mucin-type O-glycan No 139
MGlcn14	mucin-type O-glycan No 14
MGlcn14_rl	released mucin-type O-glycan No 14
MGlcn140	mucin-type O-glycan No 140
MGlcn140_rl	released mucin-type O-glycan No 140
MGlcn141	mucin-type O-glycan No 141
MGlcn141_rl	released mucin-type O-glycan No 141
MGlcn142	mucin-type O-glycan No 142
MGlcn142_rl	released mucin-type O-glycan No 142
MGlcn143	mucin-type O-glycan No 143
MGlcn143_rl	released mucin-type O-glycan No 143
MGlcn144	mucin-type O-glycan No 144
MGlcn144_rl	released mucin-type O-glycan No 144
MGlcn145	mucin-type O-glycan No 145
MGlcn145_rl	released mucin-type O-glycan No 145
MGlcn146	mucin-type O-glycan No 146
MGlcn146_rl	released mucin-type O-glycan No 146
MGlcn147	mucin-type O-glycan No 147
MGlcn147_rl	released mucin-type O-glycan No 147
MGlcn148	mucin-type O-glycan No 148
MGlcn148_rl	released mucin-type O-glycan No 148
MGlcn149	mucin-type O-glycan No 149
MGlcn149_rl	released mucin-type O-glycan No 149
MGlcn15	mucin-type O-glycan No 15
MGlcn15_rl	released mucin-type O-glycan No 15
MGlcn150	mucin-type O-glycan No 150
MGlcn150_rl	released mucin-type O-glycan No 150
MGlcn151	mucin-type O-glycan No 151
MGlcn151_rl	released mucin-type O-glycan No 151
MGlcn152	mucin-type O-glycan No 152
MGlcn152_rl	released mucin-type O-glycan No 152
MGlcn153	mucin-type O-glycan No 153
MGlcn153_rl	released mucin-type O-glycan No 153
MGlcn154	mucin-type O-glycan No 154
MGlcn154_rl	released mucin-type O-glycan No 154
MGlcn155	mucin-type O-glycan No 155
MGlcn155_rl	released mucin-type O-glycan No 155
MGlcn156	mucin-type O-glycan No 156
MGlcn156_rl	released mucin-type O-glycan No 156
MGlcn157	mucin-type O-glycan No 157
MGlcn157_rl	released mucin-type O-glycan No 157
MGlcn158	mucin-type O-glycan No 158
MGlcn158_rl	released mucin-type O-glycan No 158
MGlcn159	mucin-type O-glycan No 159
MGlcn159_rl	released mucin-type O-glycan No 159
MGlcn16	mucin-type O-glycan No 16
MGlcn16_rl	released mucin-type O-glycan No 16
MGlcn160	mucin-type O-glycan No 160
MGlcn160_rl	released mucin-type O-glycan No 160
MGlcn161	mucin-type O-glycan No 161
MGlcn161_rl	released mucin-type O-glycan No 161
MGlcn162	mucin-type O-glycan No 162
MGlcn162_rl	released mucin-type O-glycan No 162
MGlcn163	mucin-type O-glycan No 163
MGlcn163_rl	released mucin-type O-glycan No 163
MGlcn164	mucin-type O-glycan No 164
MGlcn164_rl	released mucin-type O-glycan No 164
MGlcn165	mucin-type O-glycan No 165
MGlcn165_rl	released mucin-type O-glycan No 165
MGlcn166	mucin-type O-glycan No 166
MGlcn166_rl	released mucin-type O-glycan No 166
MGlcn167	mucin-type O-glycan No 167
MGlcn167_rl	released mucin-type O-glycan No 167
MGlcn168	mucin-type O-glycan No 168
MGlcn168_rl	released mucin-type O-glycan No 168
MGlcn169	mucin-type O-glycan No 169
MGlcn169_rl	released mucin-type O-glycan No 169
MGlcn17	mucin-type O-glycan No 17
MGlcn17_rl	released mucin-type O-glycan No 17
MGlcn170	mucin-type O-glycan No 170
MGlcn170_rl	released mucin-type O-glycan No 170
MGlcn171	mucin-type O-glycan No 171
MGlcn171_rl	released mucin-type O-glycan No 171
MGlcn172	mucin-type O-glycan No 172
MGlcn172_rl	released mucin-type O-glycan No 172
MGlcn173	mucin-type O-glycan No 173
MGlcn173_rl	released mucin-type O-glycan No 173
MGlcn174	mucin-type O-glycan No 174
MGlcn174_rl	released mucin-type O-glycan No 174
MGlcn175	mucin-type O-glycan No 175
MGlcn175_rl	released mucin-type O-glycan No 175
MGlcn176	mucin-type O-glycan No 176
MGlcn176_rl	released mucin-type O-glycan No 176
MGlcn177	mucin-type O-glycan No 177
MGlcn177_rl	released mucin-type O-glycan No 177
MGlcn178	mucin-type O-glycan No 178
MGlcn178_rl	released mucin-type O-glycan No 178
MGlcn179	mucin-type O-glycan No 179
MGlcn179_rl	released mucin-type O-glycan No 179
MGlcn18	mucin-type O-glycan No 18
MGlcn18_rl	released mucin-type O-glycan No 18
MGlcn180	mucin-type O-glycan No 180
MGlcn180_rl	released mucin-type O-glycan No 180
MGlcn181	mucin-type O-glycan No 181
MGlcn181_rl	released mucin-type O-glycan No 181
MGlcn182	mucin-type O-glycan No 182
MGlcn182_rl	released mucin-type O-glycan No 182
MGlcn183	mucin-type O-glycan No 183
MGlcn183_rl	released mucin-type O-glycan No 183
MGlcn185	mucin-type O-glycan No 185
MGlcn185_rl	released mucin-type O-glycan No 185
MGlcn186	mucin-type O-glycan No 186
MGlcn186_rl	released mucin-type O-glycan No 186
MGlcn187	mucin-type O-glycan No 187
MGlcn187_rl	released mucin-type O-glycan No 187
MGlcn188	mucin-type O-glycan No 188
MGlcn188_rl	released mucin-type O-glycan No 188
MGlcn189	mucin-type O-glycan No 189
MGlcn189_rl	released mucin-type O-glycan No 189
MGlcn19	mucin-type O-glycan No 19
MGlcn19_rl	released mucin-type O-glycan No 19
MGlcn190	mucin-type O-glycan No 190
MGlcn190_rl	released mucin-type O-glycan No 190
MGlcn191	mucin-type O-glycan No 191
MGlcn191_rl	released mucin-type O-glycan No 191
MGlcn192	mucin-type O-glycan No 192
MGlcn192_rl	released mucin-type O-glycan No 192
MGlcn193	mucin-type O-glycan No 193
MGlcn193_rl	released mucin-type O-glycan No 193
MGlcn194	mucin-type O-glycan No 194
MGlcn194_rl	released mucin-type O-glycan No 194
MGlcn195	mucin-type O-glycan No 195
MGlcn195_rl	released mucin-type O-glycan No 195
MGlcn196	mucin-type O-glycan No 196
MGlcn196_rl	released mucin-type O-glycan No 196
MGlcn2	mucin-type O-glycan No 2
MGlcn2_rl	released mucin-type O-glycan No 2
MGlcn20	mucin-type O-glycan No 20
MGlcn20_rl	released mucin-type O-glycan No 20
MGlcn21	mucin-type O-glycan No 21
MGlcn21_rl	released mucin-type O-glycan No 21
MGlcn22	mucin-type O-glycan No 22
MGlcn22_rl	released mucin-type O-glycan No 22
MGlcn23	mucin-type O-glycan No 23
MGlcn23_rl	released mucin-type O-glycan No 23
MGlcn24	mucin-type O-glycan No 24
MGlcn24_rl	released mucin-type O-glycan No 24
MGlcn25	mucin-type O-glycan No 25
MGlcn25_rl	released mucin-type O-glycan No 25
MGlcn26	mucin-type O-glycan No 26
MGlcn26_rl	released mucin-type O-glycan No 26
MGlcn27	mucin-type O-glycan No 27
MGlcn27_rl	released mucin-type O-glycan No 27
MGlcn28	mucin-type O-glycan No 28
MGlcn28_rl	released mucin-type O-glycan No 28
MGlcn29	mucin-type O-glycan No 29
MGlcn29_rl	released mucin-type O-glycan No 29
MGlcn3	mucin-type O-glycan No 3
MGlcn3_rl	released mucin-type O-glycan No 3
MGlcn30	mucin-type O-glycan No 30
MGlcn30_rl	released mucin-type O-glycan No 30
MGlcn31	mucin-type O-glycan No 31
MGlcn31_rl	released mucin-type O-glycan No 31
MGlcn32	mucin-type O-glycan No 32
MGlcn32_rl	released mucin-type O-glycan No 32
MGlcn33	mucin-type O-glycan No 33
MGlcn33_rl	released mucin-type O-glycan No 33
MGlcn34	mucin-type O-glycan No 34
MGlcn34_rl	released mucin-type O-glycan No 34
MGlcn35	mucin-type O-glycan No 35
MGlcn35_rl	released mucin-type O-glycan No 35
MGlcn36	mucin-type O-glycan No 36
MGlcn36_rl	released mucin-type O-glycan No 36
MGlcn37	mucin-type O-glycan No 37
MGlcn37_rl	released mucin-type O-glycan No 37
MGlcn38	mucin-type O-glycan No 38
MGlcn38_rl	released mucin-type O-glycan No 38
MGlcn39	mucin-type O-glycan No 39
MGlcn39_rl	released mucin-type O-glycan No 39
MGlcn4	mucin-type O-glycan No 4
MGlcn4_rl	released mucin-type O-glycan No 4
MGlcn40	mucin-type O-glycan No 40
MGlcn40_rl	released mucin-type O-glycan No 40
MGlcn41	mucin-type O-glycan No 41
MGlcn41_rl	released mucin-type O-glycan No 41
MGlcn42	mucin-type O-glycan No 42
MGlcn42_rl	released mucin-type O-glycan No 42
MGlcn45	mucin-type O-glycan No 45
MGlcn45_rl	released mucin-type O-glycan No 45
MGlcn46	mucin-type O-glycan No 46
MGlcn46_rl	released mucin-type O-glycan No 46
MGlcn47	mucin-type O-glycan No 47
MGlcn47_rl	released mucin-type O-glycan No 47
MGlcn48	mucin-type O-glycan No 48
MGlcn48_rl	released mucin-type O-glycan No 48
MGlcn5	mucin-type O-glycan No 5
MGlcn5_rl	released mucin-type O-glycan No 5
MGlcn50	mucin-type O-glycan No 50
MGlcn50_rl	released mucin-type O-glycan No 50
MGlcn51	mucin-type O-glycan No 51
MGlcn51_rl	released mucin-type O-glycan No 51
MGlcn53	mucin-type O-glycan No 53
MGlcn53_rl	released mucin-type O-glycan No 53
MGlcn54	mucin-type O-glycan No 54
MGlcn54_rl	released mucin-type O-glycan No 54
MGlcn55	mucin-type O-glycan No 55
MGlcn55_rl	released mucin-type O-glycan No 55
MGlcn56	mucin-type O-glycan No 56
MGlcn56_rl	released mucin-type O-glycan No 56
MGlcn57	mucin-type O-glycan No 57
MGlcn57_rl	released mucin-type O-glycan No 57
MGlcn58	mucin-type O-glycan No 58
MGlcn58_rl	released mucin-type O-glycan No 58
MGlcn59	mucin-type O-glycan No 59
MGlcn59_rl	released mucin-type O-glycan No 59
MGlcn6	mucin-type O-glycan No 6
MGlcn6_rl	released mucin-type O-glycan No 6
MGlcn60	mucin-type O-glycan No 60
MGlcn60_rl	released mucin-type O-glycan No 60
MGlcn61	mucin-type O-glycan No 61
MGlcn61_rl	released mucin-type O-glycan No 61
MGlcn62	mucin-type O-glycan No 62
MGlcn62_rl	released mucin-type O-glycan No 62
MGlcn63	mucin-type O-glycan No 63
MGlcn63_rl	released mucin-type O-glycan No 63
MGlcn64	mucin-type O-glycan No 64
MGlcn64_rl	released mucin-type O-glycan No 64
MGlcn65	mucin-type O-glycan No 65
MGlcn65_rl	released mucin-type O-glycan No 65
MGlcn66	mucin-type O-glycan No 66
MGlcn66_rl	released mucin-type O-glycan No 66
MGlcn67	mucin-type O-glycan No 67
MGlcn67_rl	released mucin-type O-glycan No 67
MGlcn68	mucin-type O-glycan No 68
MGlcn68_rl	released mucin-type O-glycan No 68
MGlcn69	mucin-type O-glycan No 69
MGlcn69_rl	released mucin-type O-glycan No 69
MGlcn7	mucin-type O-glycan No 7
MGlcn7_rl	released mucin-type O-glycan No 7
MGlcn70	mucin-type O-glycan No 70
MGlcn70_rl	released mucin-type O-glycan No 70
MGlcn71	mucin-type O-glycan No 71
MGlcn71_rl	released mucin-type O-glycan No 71
MGlcn72	mucin-type O-glycan No 72
MGlcn72_rl	released mucin-type O-glycan No 72
MGlcn73	mucin-type O-glycan No 73
MGlcn73_rl	released mucin-type O-glycan No 73
MGlcn74	mucin-type O-glycan No 74
MGlcn74_rl	released mucin-type O-glycan No 74
MGlcn75	mucin-type O-glycan No 75
MGlcn75_rl	released mucin-type O-glycan No 75
MGlcn76	mucin-type O-glycan No 76
MGlcn76_rl	released mucin-type O-glycan No 76
MGlcn77	mucin-type O-glycan No 77
MGlcn77_rl	released mucin-type O-glycan No 77
MGlcn78	mucin-type O-glycan No 78
MGlcn78_rl	released mucin-type O-glycan No 78
MGlcn79	mucin-type O-glycan No 79
MGlcn79_rl	released mucin-type O-glycan No 79
MGlcn8	mucin-type O-glycan No 8
MGlcn8_rl	released mucin-type O-glycan No 8
MGlcn80	mucin-type O-glycan No 80
MGlcn80_rl	released mucin-type O-glycan No 80
MGlcn81	mucin-type O-glycan No 81
MGlcn81_rl	released mucin-type O-glycan No 81
MGlcn82	mucin-type O-glycan No 82
MGlcn82_rl	released mucin-type O-glycan No 82
MGlcn83	mucin-type O-glycan No 83
MGlcn83_rl	released mucin-type O-glycan No 83
MGlcn84	mucin-type O-glycan No 84
MGlcn84_rl	released mucin-type O-glycan No 84
MGlcn85	mucin-type O-glycan No 85
MGlcn85_rl	released mucin-type O-glycan No 85
MGlcn86	mucin-type O-glycan No 86
MGlcn86_rl	released mucin-type O-glycan No 86
MGlcn87	mucin-type O-glycan No 87
MGlcn87_rl	released mucin-type O-glycan No 87
MGlcn88	mucin-type O-glycan No 88
MGlcn88_rl	released mucin-type O-glycan No 88
MGlcn89	mucin-type O-glycan No 89
MGlcn89_rl	released mucin-type O-glycan No 89
MGlcn9	mucin-type O-glycan No 9
MGlcn9_rl	released mucin-type O-glycan No 9
MGlcn90	mucin-type O-glycan No 90
MGlcn90_rl	released mucin-type O-glycan No 90
MGlcn91	mucin-type O-glycan No 91
MGlcn91_rl	released mucin-type O-glycan No 91
MGlcn92	mucin-type O-glycan No 92
MGlcn92_rl	released mucin-type O-glycan No 92
MGlcn93	mucin-type O-glycan No 93
MGlcn93_rl	released mucin-type O-glycan No 93
MGlcn94	mucin-type O-glycan No 94
MGlcn94_rl	released mucin-type O-glycan No 94
MGlcn95	mucin-type O-glycan No 95
MGlcn95_rl	released mucin-type O-glycan No 95
MGlcn96	mucin-type O-glycan No 96
MGlcn96_rl	released mucin-type O-glycan No 96
MGlcn97	mucin-type O-glycan No 97
MGlcn97_rl	released mucin-type O-glycan No 97
MGlcn98	mucin-type O-glycan No 98
MGlcn98_rl	released mucin-type O-glycan No 98
MGlcn99	mucin-type O-glycan No 99
MGlcn99_rl	released mucin-type O-glycan No 99
mgnf	Magnoflorine
mh4mpt	5-Methyl-5,6,7,8-tetrahydromethanopterin
mhglz	Methyl-hydroxy-gliclazide
mhista	N(tele)-methylhistaminium
mhpglu	5-Methyltetrahydropteroyltri-L-glutamate
mi13456p	myo-inositol 1,3,4,5,6-pentakisphosphate(10-)
mi1345p	1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)
mi1346p	myo-inositol 1,3,4,6-tetrakisphosphate(8-)
mi134p	1D-myo-inositol 1,3,4-trisphosphate(6-)
mi13p	1D-myo-Inositol 1,3-bisphosphate
mi1456p	1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)
mi145p	1D-myo-inositol 1,4,5-trisphosphate(6-)
mi14p	(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate
mi1p_D	1D-myo-inositol 1-phosphate(2-)
mi3456p	1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)
mi34p	1D-myo-Inositol 3,4-bisphosphate
mi3p_D	1D-myo-inositol 3-phosphate(2-)
mi4p_D	1D-myo-inositol 4-phosphate(2-)
micit	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate
minohp	myo-inositol hexakisphosphate(12-)
miso	Misonidazole
miso_glc	Misonidazole Glucuronide
mlbtl	Melibiitol
mlemt	Maleamate
mlthf	5,10-Methylenetetrahydrofolate
mma	methylammonium
mmcoa_R	(R)-methylmalonyl-CoA(5-)
mmcoa_S	(S)-methylmalonyl-CoA(5-)
mmcoapyrct	[Methylmalonyl-CoA:pyruvate carboxytransferase]
mmet	S-Methyl-L-methionine
mmql7	methymenaquinol 7 (iSO783)
mmqn7	methylmenaquinone 7 (iSO783)
mmtsa	(S)-Methylmalonate semialdehyde
mn	beta-1,4-mannose-N-acetylglucosamine
mn2	Mn2+
mnl	D-Mannitol
mnl1p	D-Mannitol 1-phosphate
mntd	Mononucleotide
mnthlctn	Mentholactone
moaa	Methyloxaloacetate
mobd	Molybdate
Moco	Molybdenum_cofactor
mops	3-(n-Morpholino)Propanesulfonic Acid
mpdol_L	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog
mpdol_U	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog
mpept	average_milk_derived_peptide
mphze	Methanophenazine
mppp9	Mg-protoporphyrin IX (iMEO21, iAF692)
mppp9mme	Mg-Protoporphyrin IX 13-monomethyl ester
MPT	molybdopterin
mptp	1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine, MPTP
mql10	Menaquinol 10
mql11	Menaquinol 11
mql6	Menaquinol 6
mql7	Menaquinol 7
mql8	Menaquinol 8
mql9	Menaquinol 9
mqn10	Menaquinone-10
mqn11	Menaquinone-11
mqn6	Menaquinone 6
mqn7	Menaquinone 7
mqn8	Menaquinone 8
mqn9	Menaquinone-9
mrctn	Myricetin
mrphn	Morphine
mrphn_3glc	Morphine 3-Glucuronide
mrphn_6glc	Morphine 6-Glucuronide
mrphnn	Morphinone
msa	3-oxopropanoate
mso3	methanesulfonate
mtethnpn	5,10-Methylenetetrahydromethanopterin
mthd	Methylenediurea
mthgxl	methylglyoxal
mthmcn	Methymycin
mthtcnt	Methylitaconate
mtlt	m-toluate
mtpp	3-methylthiopropionate
mtth4mpt	5,10-Methenyl-5,6,7,8-tetrahydromethanopterin
mtym	m-Tyramine
mtz	Metronidazole
mtz_glc	Metronidazole Beta-D-Glucuronide
mucl	mucolactone
murein_lpp	Braun lipoprotein conjugated with murein
murein3p3p	two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)
murein3p4p	two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)
murein3px3p	two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)
murein3px4p	two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)
murein4p3p	two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)
murein4p4p	two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)
murein4px4p	two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)
murein4px4p4p	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (mid... <Preview truncated at 128 characters>
murein4px4px4p	three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapepti... <Preview truncated at 128 characters>
murein5p3p	two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)
murein5p4p	two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)
murein5p5p	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
murein5p5p5p	three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)
murein5px3p	two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)
